case_id,court_name,debtor_order,masked_birth_id
71728/2018,Regional Court in Prague,2-Feb,590914AC/XXXX
76235/2014,Regional Court in Ostrava,1-Jan,0312168L/XXXX
27293/2014,Regional Court in Brno,1-Jan,0208256X/XXXX
75459/2016,Regional Court in Brno,1-Jan,011120VB/XXXX
82537/2018,Regional Court in Pilsen,1-Jan,0005106M/XXXX
59711/2017,Regional Court in Pilsen,1-Jan,700605FV/XXXX
59711/2017,Regional Court in Pilsen,2-Feb,7751166X/XXXX
53984/2015,Regional Court in Hradec Kralove,1-Jan,615618UO/XXXX
97895/2017,Regional Court in Hradec Kralove,1-Jan,035412Y3/XXXX
60930/2014,Regional Court in Prague,1-Jan,001207VD/XXXX
60930/2014,Regional Court in Prague,2-Feb,0007077I/XXXX
21437/2018,Regional Court in Pilsen,1-Jan,036119JD/XXXX
79660/2018,Regional Court in Pilsen,1-Jan,830322E4/XXXX
71288/2018,Regional Court in Pilsen,1-Jan,620727C5/XXXX
91913/2018,Regional Court in Prague,1-Jan,036205S2/XXXX
91913/2018,Regional Court in Prague,2-Feb,670424K2/XXXX
67269/2016,Regional Court in Ostrava,1-Jan,9762151S/XXXX
71028/2017,Regional Court in Pilsen,1-Jan,02060296/XXXX
5613/2018,Regional Court in Usti nad Labem,1-Jan,036021OI/XXXX
30339/2016,Regional Court in Ostrava,1-Jan,790506N1/XXXX
83116/2018,Regional Court in Prague,1-Jan,810824SS/XXXX
96591/2017,Regional Court in Ceske Budejovice,1-Jan,040712JD/XXXX
51369/2017,Regional Court in Prague,1-Jan,006207OB/XXXX
51369/2017,Regional Court in Prague,2-Feb,045321PC/XXXX
81258/2016,Regional Court in Ostrava,1-Jan,61020310/XXXX
77473/2016,Regional Court in Ostrava,1-Jan,6655106Z/XXXX
77473/2016,Regional Court in Ostrava,2-Feb,015704YQ/XXXX
20221/2018,Regional Court in Hradec Kralove,1-Jan,795813UA/XXXX
20221/2018,Regional Court in Hradec Kralove,2-Feb,020819BS/XXXX
52592/2015,Regional Court in Brno,1-Jan,016111I5/XXXX
52592/2015,Regional Court in Brno,2-Feb,035120QA/XXXX
57747/2017,Regional Court in Brno,1-Jan,036103LZ/XXXX
92338/2014,Regional Court in Hradec Kralove,1-Jan,825723L8/XXXX
4015/2018,Regional Court in Ostrava,1-Jan,59031249/XXXX
4015/2018,Regional Court in Ostrava,2-Feb,6002010L/XXXX
98788/2014,Regional Court in Prague,1-Jan,005114ED/XXXX
98788/2014,Regional Court in Prague,2-Feb,756117CU/XXXX
11427/2016,Regional Court in Ceske Budejovice,1-Jan,89600774/XXXX
56905/2016,Regional Court in Brno,1-Jan,556122GI/XXXX
89347/2017,Regional Court in Pilsen,1-Jan,980211N4/XXXX
42087/2016,Regional Court in Usti nad Labem,1-Jan,650123MQ/XXXX
50998/2018,Regional Court in Usti nad Labem,1-Jan,550726B9/XXXX
50998/2018,Regional Court in Usti nad Labem,2-Feb,610113U9/XXXX
66422/2015,Regional Court in Hradec Kralove,1-Jan,97011264/XXXX
21788/2014,Regional Court in Brno,1-Jan,0452208X/XXXX
33258/2014,Regional Court in Pilsen,1-Jan,756116HZ/XXXX
78704/2018,Regional Court in Prague,1-Jan,910801KW/XXXX
26320/2015,Regional Court in Pilsen,1-Jan,585808E0/XXXX
26320/2015,Regional Court in Pilsen,2-Feb,035905HK/XXXX
97402/2015,Regional Court in Usti nad Labem,1-Jan,7007140J/XXXX
97402/2015,Regional Court in Usti nad Labem,2-Feb,565121Q5/XXXX
80500/2016,Regional Court in Prague,1-Jan,565202KZ/XXXX
5526/2016,Regional Court in Usti nad Labem,1-Jan,0059028V/XXXX
45323/2017,Regional Court in Ostrava,1-Jan,805902XQ/XXXX
35177/2014,Regional Court in Ostrava,1-Jan,005121EU/XXXX
65517/2014,Regional Court in Usti nad Labem,1-Jan,5901072D/XXXX
83271/2015,Regional Court in Ceske Budejovice,1-Jan,045706CG/XXXX
14989/2015,Municipal Court in Prague,1-Jan,911224JD/XXXX
24713/2014,Municipal Court in Prague,1-Jan,036211TP/XXXX
24713/2014,Municipal Court in Prague,2-Feb,860818IF/XXXX
50993/2018,Regional Court in Brno,1-Jan,780421CR/XXXX
27825/2015,Regional Court in Ostrava,1-Jan,00080607/XXXX
29242/2014,Regional Court in Usti nad Labem,1-Jan,860727TQ/XXXX
27568/2017,Regional Court in Usti nad Labem,1-Jan,675423S0/XXXX
27568/2017,Regional Court in Usti nad Labem,2-Feb,910718VE/XXXX
96184/2016,Regional Court in Ostrava,1-Jan,025706PN/XXXX
34187/2018,Municipal Court in Prague,1-Jan,845825YA/XXXX
34187/2018,Municipal Court in Prague,2-Feb,950320LY/XXXX
1529/2014,Regional Court in Prague,1-Jan,011123LV/XXXX
91151/2017,Regional Court in Usti nad Labem,1-Jan,035327C0/XXXX
28426/2015,Regional Court in Pilsen,1-Jan,005101I7/XXXX
2385/2018,Regional Court in Hradec Kralove,1-Jan,685514U2/XXXX
47013/2016,Regional Court in Ceske Budejovice,1-Jan,0301165U/XXXX
47013/2016,Regional Court in Ceske Budejovice,2-Feb,7062276T/XXXX
90630/2017,Municipal Court in Prague,1-Jan,040803WB/XXXX
22331/2018,Regional Court in Brno,1-Jan,9803274C/XXXX
90526/2016,Regional Court in Prague,1-Jan,00020688/XXXX
84208/2016,Regional Court in Usti nad Labem,1-Jan,825923R4/XXXX
25483/2014,Municipal Court in Prague,1-Jan,025909U4/XXXX
49740/2017,Regional Court in Pilsen,1-Jan,970519X0/XXXX
73487/2015,Regional Court in Prague,1-Jan,011105W9/XXXX
54266/2018,Regional Court in Usti nad Labem,1-Jan,035107NP/XXXX
84275/2018,Regional Court in Hradec Kralove,1-Jan,5907201Q/XXXX
45758/2017,Regional Court in Ostrava,1-Jan,740817VO/XXXX
83460/2017,Municipal Court in Prague,1-Jan,875411KF/XXXX
25687/2017,Regional Court in Hradec Kralove,1-Jan,990507NY/XXXX
45220/2015,Regional Court in Usti nad Labem,1-Jan,700716HT/XXXX
34398/2014,Regional Court in Prague,1-Jan,045517QC/XXXX
34398/2014,Regional Court in Prague,2-Feb,036004UR/XXXX
72891/2018,Regional Court in Brno,1-Jan,98570723/XXXX
4008/2016,Regional Court in Prague,1-Jan,7954181A/XXXX
23746/2015,Regional Court in Hradec Kralove,1-Jan,975514OS/XXXX
23746/2015,Regional Court in Hradec Kralove,2-Feb,605723SS/XXXX
69673/2018,Regional Court in Ceske Budejovice,1-Jan,795820DN/XXXX
31263/2015,Regional Court in Usti nad Labem,1-Jan,0404214S/XXXX
36274/2016,Regional Court in Brno,1-Jan,650428XX/XXXX
69846/2017,Regional Court in Brno,1-Jan,825528BE/XXXX
69846/2017,Regional Court in Brno,2-Feb,59542853/XXXX
79988/2014,Regional Court in Ostrava,1-Jan,665904TZ/XXXX
67127/2016,Municipal Court in Prague,1-Jan,8553288F/XXXX
67127/2016,Municipal Court in Prague,2-Feb,040515FT/XXXX
38644/2018,Regional Court in Prague,1-Jan,030918PX/XXXX
54435/2017,Regional Court in Ceske Budejovice,1-Jan,570403NJ/XXXX
99349/2015,Regional Court in Usti nad Labem,1-Jan,011126JP/XXXX
55499/2018,Regional Court in Pilsen,1-Jan,955210N3/XXXX
55499/2018,Regional Court in Pilsen,2-Feb,035220IM/XXXX
98561/2014,Regional Court in Prague,1-Jan,686117N1/XXXX
64899/2015,Regional Court in Pilsen,1-Jan,041224W4/XXXX
26733/2015,Regional Court in Usti nad Labem,1-Jan,57511008/XXXX
5910/2018,Regional Court in Prague,1-Jan,840322V7/XXXX
98270/2017,Regional Court in Ceske Budejovice,1-Jan,971127XH/XXXX
78554/2018,Municipal Court in Prague,1-Jan,640908EF/XXXX
87885/2015,Regional Court in Hradec Kralove,1-Jan,035727R9/XXXX
38547/2016,Regional Court in Usti nad Labem,1-Jan,930619O5/XXXX
18495/2014,Regional Court in Prague,1-Jan,02111952/XXXX
65272/2018,Regional Court in Ostrava,1-Jan,040227I8/XXXX
88164/2014,Regional Court in Ostrava,1-Jan,870510PQ/XXXX
16429/2014,Municipal Court in Prague,1-Jan,590525LK/XXXX
93944/2017,Regional Court in Ceske Budejovice,1-Jan,650707M4/XXXX
59931/2018,Regional Court in Ostrava,1-Jan,036111B0/XXXX
68211/2014,Regional Court in Prague,1-Jan,0107020N/XXXX
97540/2016,Regional Court in Hradec Kralove,1-Jan,886020CR/XXXX
83187/2016,Regional Court in Pilsen,1-Jan,035820EK/XXXX
83187/2016,Regional Court in Pilsen,2-Feb,7105212E/XXXX
10975/2016,Regional Court in Pilsen,1-Jan,045701WJ/XXXX
10975/2016,Regional Court in Pilsen,2-Feb,031007YZ/XXXX
90795/2017,Regional Court in Prague,1-Jan,8551048G/XXXX
38850/2017,Regional Court in Brno,1-Jan,59020570/XXXX
71070/2016,Regional Court in Usti nad Labem,1-Jan,0252125M/XXXX
45839/2018,Regional Court in Prague,1-Jan,8511121L/XXXX
98602/2017,Regional Court in Ostrava,1-Jan,030925TO/XXXX
86028/2018,Regional Court in Ostrava,1-Jan,75080386/XXXX
84634/2018,Regional Court in Usti nad Labem,1-Jan,02512863/XXXX
97813/2016,Regional Court in Ceske Budejovice,1-Jan,02532358/XXXX
11333/2015,Regional Court in Prague,1-Jan,0459285Z/XXXX
98136/2014,Regional Court in Brno,1-Jan,045104U2/XXXX
75581/2015,Regional Court in Hradec Kralove,1-Jan,0354248A/XXXX
25582/2018,Regional Court in Usti nad Labem,1-Jan,946113CX/XXXX
1190/2015,Regional Court in Hradec Kralove,1-Jan,716205B7/XXXX
1190/2015,Regional Court in Hradec Kralove,2-Feb,57040824/XXXX
59598/2016,Regional Court in Brno,1-Jan,020614OX/XXXX
36900/2015,Regional Court in Pilsen,1-Jan,6551263T/XXXX
77871/2018,Regional Court in Ceske Budejovice,1-Jan,676228HU/XXXX
73318/2017,Regional Court in Pilsen,1-Jan,7809096H/XXXX
88614/2015,Regional Court in Brno,1-Jan,040321VX/XXXX
88614/2015,Regional Court in Brno,2-Feb,026225ZQ/XXXX
36643/2016,Regional Court in Usti nad Labem,1-Jan,041019M6/XXXX
44703/2016,Regional Court in Brno,1-Jan,0052198E/XXXX
72901/2014,Regional Court in Ostrava,1-Jan,0156042G/XXXX
81186/2014,Regional Court in Ostrava,1-Jan,041221F2/XXXX
14119/2018,Regional Court in Ostrava,1-Jan,020114MM/XXXX
21572/2017,Regional Court in Prague,1-Jan,685405IT/XXXX
40268/2016,Regional Court in Usti nad Labem,1-Jan,0158130A/XXXX
40268/2016,Regional Court in Usti nad Labem,2-Feb,9857045A/XXXX
73744/2015,Regional Court in Ceske Budejovice,1-Jan,041011SA/XXXX
73744/2015,Regional Court in Ceske Budejovice,2-Feb,040415RB/XXXX
61931/2015,Regional Court in Usti nad Labem,1-Jan,990302EY/XXXX
61931/2015,Regional Court in Usti nad Labem,2-Feb,85072183/XXXX
71459/2017,Regional Court in Brno,1-Jan,665114VD/XXXX
61410/2014,Regional Court in Usti nad Labem,1-Jan,00512501/XXXX
13879/2015,Regional Court in Ostrava,1-Jan,00112419/XXXX
79688/2014,Regional Court in Usti nad Labem,1-Jan,880205BI/XXXX
33192/2014,Regional Court in Hradec Kralove,1-Jan,8805179P/XXXX
76605/2016,Regional Court in Usti nad Labem,1-Jan,035114DF/XXXX
69920/2017,Regional Court in Usti nad Labem,1-Jan,585228PG/XXXX
33638/2017,Regional Court in Pilsen,1-Jan,046103PH/XXXX
96754/2017,Regional Court in Hradec Kralove,1-Jan,816205NX/XXXX
52102/2015,Regional Court in Ostrava,1-Jan,730106PE/XXXX
41334/2017,Regional Court in Pilsen,1-Jan,9159171E/XXXX
89300/2017,Regional Court in Usti nad Labem,1-Jan,005508DD/XXXX
19535/2016,Regional Court in Prague,1-Jan,0359157Y/XXXX
19535/2016,Regional Court in Prague,2-Feb,016003CV/XXXX
99309/2017,Regional Court in Ostrava,1-Jan,020704TW/XXXX
73055/2016,Regional Court in Pilsen,1-Jan,011213LU/XXXX
52348/2018,Regional Court in Hradec Kralove,1-Jan,58021047/XXXX
19257/2016,Municipal Court in Prague,1-Jan,655420W9/XXXX
98929/2015,Regional Court in Ceske Budejovice,1-Jan,765416PR/XXXX
27631/2018,Municipal Court in Prague,1-Jan,005705T4/XXXX
25039/2018,Regional Court in Ceske Budejovice,1-Jan,035725Z9/XXXX
32119/2018,Regional Court in Brno,1-Jan,0403142D/XXXX
7224/2017,Municipal Court in Prague,1-Jan,000510B1/XXXX
50265/2016,Regional Court in Hradec Kralove,1-Jan,041024T5/XXXX
50265/2016,Regional Court in Hradec Kralove,2-Feb,890619OF/XXXX
26487/2017,Regional Court in Ostrava,1-Jan,6905259R/XXXX
26487/2017,Regional Court in Ostrava,2-Feb,0057201Z/XXXX
29299/2017,Regional Court in Prague,1-Jan,041008KN/XXXX
92113/2014,Regional Court in Prague,1-Jan,645719MY/XXXX
2957/2014,Regional Court in Usti nad Labem,1-Jan,980325CX/XXXX
41729/2015,Regional Court in Ceske Budejovice,1-Jan,005316E0/XXXX
41729/2015,Regional Court in Ceske Budejovice,2-Feb,036013O4/XXXX
4340/2018,Regional Court in Usti nad Labem,1-Jan,9461095I/XXXX
7592/2017,Regional Court in Hradec Kralove,1-Jan,565815SI/XXXX
46160/2017,Regional Court in Hradec Kralove,1-Jan,031221UO/XXXX
12689/2015,Regional Court in Pilsen,1-Jan,650412P6/XXXX
12689/2015,Regional Court in Pilsen,2-Feb,035107A6/XXXX
42648/2018,Regional Court in Ostrava,1-Jan,020704CD/XXXX
39537/2014,Regional Court in Ostrava,1-Jan,720502FS/XXXX
25464/2017,Regional Court in Prague,1-Jan,031018B6/XXXX
56839/2017,Regional Court in Prague,1-Jan,015228WB/XXXX
56839/2017,Regional Court in Prague,2-Feb,030111ES/XXXX
20207/2015,Regional Court in Pilsen,1-Jan,0359055A/XXXX
20207/2015,Regional Court in Pilsen,2-Feb,0261065P/XXXX
97008/2015,Regional Court in Ceske Budejovice,1-Jan,001005KP/XXXX
5952/2018,Regional Court in Prague,1-Jan,011127YR/XXXX
5952/2018,Regional Court in Prague,2-Feb,0209108J/XXXX
24467/2017,Municipal Court in Prague,1-Jan,850418B1/XXXX
20649/2016,Regional Court in Pilsen,1-Jan,86122898/XXXX
20649/2016,Regional Court in Pilsen,2-Feb,036202YK/XXXX
52138/2018,Regional Court in Brno,1-Jan,0401017A/XXXX
47271/2017,Regional Court in Prague,1-Jan,701105YH/XXXX
47271/2017,Regional Court in Prague,2-Feb,0104186L/XXXX
51997/2015,Regional Court in Ostrava,1-Jan,920428EL/XXXX
69017/2014,Regional Court in Hradec Kralove,1-Jan,025120KV/XXXX
15836/2018,Municipal Court in Prague,1-Jan,670927LF/XXXX
15836/2018,Municipal Court in Prague,2-Feb,785413J5/XXXX
55982/2017,Regional Court in Prague,1-Jan,700715K2/XXXX
51191/2017,Regional Court in Prague,1-Jan,920916Z3/XXXX
74060/2018,Regional Court in Ostrava,1-Jan,580628WQ/XXXX
74060/2018,Regional Court in Ostrava,2-Feb,830510A8/XXXX
94411/2018,Regional Court in Brno,1-Jan,7460045R/XXXX
94411/2018,Regional Court in Brno,2-Feb,5501029J/XXXX
1730/2018,Municipal Court in Prague,1-Jan,951114ZB/XXXX
30109/2018,Regional Court in Usti nad Labem,1-Jan,02111490/XXXX
14875/2017,Regional Court in Usti nad Labem,1-Jan,6760050J/XXXX
4175/2017,Regional Court in Pilsen,1-Jan,601115BB/XXXX
5285/2015,Regional Court in Ceske Budejovice,1-Jan,971215OZ/XXXX
60921/2017,Regional Court in Prague,1-Jan,016021B1/XXXX
87146/2017,Regional Court in Usti nad Labem,1-Jan,905905FA/XXXX
87146/2017,Regional Court in Usti nad Labem,2-Feb,706028YD/XXXX
29687/2017,Regional Court in Ostrava,1-Jan,566011GG/XXXX
22245/2017,Regional Court in Pilsen,1-Jan,0359167D/XXXX
96172/2018,Regional Court in Pilsen,1-Jan,570525ZV/XXXX
96172/2018,Regional Court in Pilsen,2-Feb,030917WS/XXXX
6300/2018,Regional Court in Ostrava,1-Jan,796103K7/XXXX
76653/2014,Regional Court in Prague,1-Jan,0211015J/XXXX
11832/2017,Regional Court in Ostrava,1-Jan,62031339/XXXX
12696/2017,Regional Court in Usti nad Labem,1-Jan,6651042S/XXXX
57550/2014,Regional Court in Ceske Budejovice,1-Jan,665821JX/XXXX
2145/2015,Regional Court in Brno,1-Jan,93551381/XXXX
29130/2017,Municipal Court in Prague,1-Jan,99101616/XXXX
18083/2016,Regional Court in Brno,1-Jan,015105U3/XXXX
95219/2017,Municipal Court in Prague,1-Jan,925114E8/XXXX
38415/2015,Regional Court in Usti nad Labem,1-Jan,785716SN/XXXX
33256/2016,Regional Court in Prague,1-Jan,71081407/XXXX
37198/2015,Regional Court in Pilsen,1-Jan,8851180X/XXXX
26622/2017,Regional Court in Pilsen,1-Jan,585823EL/XXXX
23935/2016,Regional Court in Usti nad Labem,1-Jan,825312YX/XXXX
27262/2016,Regional Court in Ostrava,1-Jan,035527RP/XXXX
35865/2014,Municipal Court in Prague,1-Jan,76611914/XXXX
72287/2017,Regional Court in Ceske Budejovice,1-Jan,041228H0/XXXX
66130/2017,Regional Court in Hradec Kralove,1-Jan,0361084C/XXXX
66130/2017,Regional Court in Hradec Kralove,2-Feb,625713ZI/XXXX
23832/2017,Regional Court in Brno,1-Jan,995922I7/XXXX
71851/2016,Regional Court in Ceske Budejovice,1-Jan,6561221G/XXXX
71851/2016,Regional Court in Ceske Budejovice,2-Feb,045208NW/XXXX
78024/2018,Regional Court in Ceske Budejovice,1-Jan,590913GJ/XXXX
78024/2018,Regional Court in Ceske Budejovice,2-Feb,620812XW/XXXX
63168/2015,Municipal Court in Prague,1-Jan,0104135J/XXXX
88872/2015,Regional Court in Prague,1-Jan,801022U3/XXXX
65796/2014,Regional Court in Pilsen,1-Jan,731126ZZ/XXXX
65796/2014,Regional Court in Pilsen,2-Feb,025225TP/XXXX
35711/2016,Regional Court in Brno,1-Jan,8755054S/XXXX
35711/2016,Regional Court in Brno,2-Feb,005705AM/XXXX
30878/2016,Regional Court in Usti nad Labem,1-Jan,7107169X/XXXX
15804/2014,Regional Court in Ostrava,1-Jan,021125AD/XXXX
34359/2018,Municipal Court in Prague,1-Jan,990106NH/XXXX
75346/2015,Municipal Court in Prague,1-Jan,851203X8/XXXX
73240/2018,Regional Court in Pilsen,1-Jan,8159286E/XXXX
33633/2017,Regional Court in Ceske Budejovice,1-Jan,040810WO/XXXX
90066/2017,Regional Court in Usti nad Labem,1-Jan,020423O2/XXXX
93976/2016,Regional Court in Brno,1-Jan,0256203O/XXXX
50157/2015,Regional Court in Pilsen,1-Jan,046014RV/XXXX
59077/2018,Regional Court in Ceske Budejovice,1-Jan,020608CW/XXXX
92828/2015,Regional Court in Pilsen,1-Jan,046012E3/XXXX
91957/2016,Regional Court in Ostrava,1-Jan,756003O1/XXXX
68773/2018,Regional Court in Brno,1-Jan,890104UX/XXXX
2785/2018,Regional Court in Brno,1-Jan,815528AR/XXXX
2785/2018,Regional Court in Brno,2-Feb,015107XG/XXXX
61450/2018,Regional Court in Ceske Budejovice,1-Jan,020517BJ/XXXX
36173/2018,Regional Court in Ostrava,1-Jan,741112IT/XXXX
97531/2015,Regional Court in Ceske Budejovice,1-Jan,000815PD/XXXX
47351/2018,Regional Court in Ostrava,1-Jan,591026OF/XXXX
35965/2017,Regional Court in Usti nad Labem,1-Jan,0251026W/XXXX
34343/2018,Regional Court in Brno,1-Jan,820127YD/XXXX
34343/2018,Regional Court in Brno,2-Feb,000820DS/XXXX
